player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Justin Kluivert,FW,Bournemouth,24,2,0,59,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,3,5,0.00,0.00,0.00,0.00,0.00,0.34,0.10,0.44,0.34,0.44,2023,1,1,100.0,1.53,1.53,0.00,0.00,9.9,0,0.22,-0.2,-0.2,13,17,76.5,226,52,7,9,77.8,4,5,80.0,2,2,100.0,0.0,-0.1,1,0,1,0,16,1,0,0,0,1,0,1,0,0,0,0,0,3,4.58,1,0,0,1,0,1,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,2,0,2,2,2,1,0,32,2,6,8,18,3,32,1,1,100.0,0,0.0,21,114,62,2,1,3,2,20,30,32.8,,0,2,30,0,0.50,1,0,+1,+1.53,+3.76,2.2,0.4,+1.8,+2.70,+5.13,0,1,0,0,0,0,0,5,0,1,0.0,2
Luca Koleosho,MF,Burnley,18,1,1,60,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,0,1,0.00,0.00,0.00,0.00,0.00,0.12,0.22,0.34,0.12,0.34,2023,1,0,0.0,1.50,0.00,0.00,,14.7,0,0.08,-0.1,-0.1,8,14,57.1,71,8,6,6,100.0,1,6,16.7,0,0,,0.0,-0.1,2,0,0,0,13,1,0,0,0,0,1,0,0,0,0,0,0,2,3.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23,0,1,11,11,2,23,2,0,0.0,2,100.0,18,90,26,2,0,3,1,16,60,66.7,60,0,0,,0,0.00,0,2,-2,-3.00,0.00,0.3,1.0,-0.7,-1.05,+1.72,0,1,0,0,0,0,0,5,0,1,0.0,2
Ibrahima Konate,DF,Liverpool,24,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,2023,1,0,0.0,0.50,0.00,0.00,,10.0,0,0.05,0.0,0.0,96,107,89.7,1646,1006,39,43,90.7,46,49,93.9,9,12,75.0,0.0,0.0,0,3,0,0,105,2,2,0,0,0,0,0,0,0,0,0,0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,6,3,3,3,0,1,3,33.3,2,2,1,1,1,7,9,0,130,12,76,51,4,2,130,2,2,100.0,0,0.0,73,226,136,0,0,1,0,92,90,100.0,90,2,0,,0,2.00,4,2,+2,+1.00,,4.3,2.6,+1.7,+0.84,,0,2,2,0,0,0,0,6,5,5,50.0,2
Ezri Konsa,DF,Aston Villa,25,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,111,118,94.1,1928,734,43,45,95.6,60,63,95.2,6,8,75.0,0.0,0.0,0,5,0,0,112,6,2,0,0,0,3,0,0,0,0,0,0,1,0.50,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,6,5,2,3,1,2,2,100.0,0,0,0,0,0,6,5,1,134,25,79,51,5,1,134,2,1,50.0,0,0.0,90,371,195,0,0,4,0,99,90,100.0,90,2,0,,0,1.50,5,5,0,0.00,,4.7,4.0,+0.7,+0.35,,0,2,1,0,0,0,0,6,0,1,0.0,2
Cheikhou Kouyate,MF,Nott'ham Forest,33,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.01,0.00,1.01,1.01,1.01,2023,1,0,0.0,45.00,0.00,0.00,,26.3,0,0.02,0.0,0.0,6,8,75.0,70,37,5,7,71.4,1,1,100.0,0,0,,0.0,0.0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,10,0,4,4,2,0,10,1,1,100.0,0,0.0,3,10,6,0,0,0,0,2,1,1.1,,0,2,1,0,1.50,0,0,0,0.00,0.00,0.0,0.1,-0.1,-2.81,-3.47,0,0,0,0,0,0,0,1,1,1,50.0,2
Mateo Kovacic,MF,Manchester City,29,2,1,158,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4,10,3,0.00,0.00,0.00,0.00,0.00,0.06,0.14,0.19,0.06,0.19,2023,2,0,0.0,1.14,0.00,0.00,,25.1,0,0.05,-0.1,-0.1,152,161,94.4,2132,402,96,99,97.0,46,48,95.8,5,7,71.4,0.3,-0.2,1,8,1,0,156,5,4,1,0,0,0,0,0,0,0,0,0,4,2.29,3,0,0,0,1,0,1,0.57,1,0,0,0,0,0,3,3,2,0,1,2,2,100.0,0,3,0,3,0,3,0,0,174,4,21,125,29,0,174,5,3,60.0,0,0.0,114,663,286,3,0,0,1,154,79,87.8,90,1,1,68,0,3.00,3,0,+3,+1.71,-2.38,2.5,0.5,+2.0,+1.17,+0.04,0,4,4,0,0,0,0,5,0,1,0.0,2
Dejan Kulusevski,FW,Tottenham,23,2,2,177,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,10,4,18,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,2023,5,2,40.0,2.54,1.02,0.00,0.00,20.1,0,0.02,-0.1,-0.1,61,80,76.3,792,114,46,52,88.5,11,18,61.1,3,5,60.0,0.4,-0.1,2,1,3,1,80,0,0,1,0,3,0,0,0,0,0,0,2,6,3.05,3,0,1,2,0,0,0,0.00,0,0,0,0,0,0,4,2,1,1,2,1,5,20.0,4,1,0,1,1,5,1,0,100,2,12,25,66,9,100,3,1,33.3,2,66.7,75,617,288,5,4,2,0,76,89,98.3,89,1,0,,0,2.00,4,2,+2,+1.02,+1.02,2.9,4.0,-1.1,-0.56,+4.26,0,1,1,0,0,0,0,9,0,1,0.0,2
Adam Lallana,FW,Brighton,35,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.23,0.00,0.23,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,18,19,94.7,214,30,15,16,93.8,2,2,100.0,1,1,100.0,0.0,0.0,1,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,20,0,2,12,6,1,20,0,0,,0,,11,40,12,0,0,1,0,20,10,5.6,,0,1,10,0,3.00,0,0,0,0.00,-3.18,0.1,0.2,-0.1,-0.82,-2.29,0,0,0,0,0,0,0,1,0,0,,2
Aymeric Laporte,DF,Manchester City,29,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,2023,1,1,100.0,7.50,7.50,0.00,0.00,10.8,0,0.04,0.0,0.0,11,11,100.0,202,48,4,4,100.0,7,7,100.0,0,0,,0.0,0.0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,14,2,7,6,1,1,14,0,0,,0,,10,23,1,0,0,0,0,10,12,6.7,,0,1,12,0,3.00,0,0,0,0.00,-2.14,0.1,0.1,+0.1,+0.57,-0.64,0,0,0,0,0,0,0,2,0,0,,2
Yasser Larouci,DF,Sheffield Utd,22,2,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,16,21,76.2,229,98,11,12,91.7,3,4,75.0,1,3,33.3,0.0,0.0,0,2,0,0,20,1,0,0,0,1,1,0,0,0,0,0,2,1,1.61,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,0,1,1,1,1,1,100.0,0,1,0,1,4,7,2,0,38,6,15,16,8,1,38,3,1,33.3,2,66.7,16,152,112,1,1,0,0,18,28,31.1,,0,2,28,0,0.00,1,1,0,0.00,+1.45,0.5,0.8,-0.3,-0.49,+0.92,0,0,1,0,0,0,0,2,0,3,0.0,2
Mario Lemina,MF,Wolves,29,2,2,180,2.0,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,1,4,2,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.39,0.39,0.39,2023,5,0,0.0,2.50,0.00,0.00,,20.7,0,0.16,-0.8,-0.8,80,98,81.6,1061,285,54,57,94.7,21,26,80.8,2,5,40.0,0.0,0.0,0,4,1,0,93,2,2,0,0,1,0,0,0,0,0,3,2,4,2.00,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0,4,2,1,3,0,1,2,50.0,1,2,1,1,4,8,2,0,123,7,46,60,21,2,123,4,3,75.0,1,25.0,68,288,55,3,0,3,1,76,90,100.0,90,2,0,,0,0.00,1,5,-4,-2.00,,4.3,4.4,-0.1,-0.06,,0,3,0,0,0,0,0,15,1,1,50.0,2
Bernd Leno,GK,Fulham,31,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,87,110,79.1,2173,1304,12,12,100.0,60,61,98.4,15,37,40.5,0.0,0.0,0,1,0,0,93,17,7,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,119,89,119,0,0,0,119,0,0,,0,,88,390,168,0,0,0,0,68,90,100.0,90,2,0,,0,1.50,1,3,-2,-1.00,,2.0,6.4,-4.4,-2.21,,0,0,2,0,0,0,0,5,1,0,100.0,2
Jefferson Lerma,MF,Crystal Palace,28,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,9,6,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,2023,1,0,0.0,0.50,0.00,0.00,,36.9,0,0.02,0.0,0.0,97,118,82.2,1500,416,53,59,89.8,39,49,79.6,4,5,80.0,0.2,-0.2,3,9,1,0,115,3,3,0,0,1,0,0,0,0,0,0,3,7,3.50,6,0,1,0,0,0,1,0.50,1,0,0,0,0,0,4,4,1,3,0,1,1,100.0,0,1,0,1,3,7,6,0,133,6,32,77,26,3,133,1,1,100.0,0,0.0,69,362,192,3,1,0,3,88,90,100.0,90,2,0,,0,1.50,1,1,0,0.00,,2.9,2.5,+0.4,+0.18,,0,3,2,0,0,0,0,5,13,3,81.3,2
Rico Lewis,DF,Manchester City,18,1,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,36,42,85.7,552,65,22,25,88.0,12,12,100.0,2,4,50.0,0.0,0.0,0,2,0,0,39,3,0,0,0,0,3,0,0,0,0,0,1,1,1.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,47,2,14,22,12,0,47,1,1,100.0,0,0.0,30,146,65,1,0,0,1,28,78,43.3,78,0,0,,1,3.00,3,0,+3,+3.46,+2.58,1.8,0.3,+1.5,+1.78,+1.09,0,0,1,0,0,0,0,9,0,2,0.0,2
Keane Lewis-Potter,"MF,FW",Brentford,22,1,0,20,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,0,2,0.00,0.00,0.00,0.00,0.00,1.18,0.00,1.18,1.18,1.18,2023,1,1,100.0,4.50,4.50,0.00,0.00,8.0,0,0.26,-0.3,-0.3,2,2,100.0,22,0,2,2,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3,0,0,1,2,1,3,0,0,,0,,2,61,47,2,0,0,0,2,20,11.1,,0,1,20,1,3.00,1,0,+1,+4.50,+3.38,1.9,0.1,+1.8,+8.13,+6.82,0,0,1,0,0,0,0,1,0,0,,2
Victor Lindelof,DF,Manchester Utd,29,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,11,15,73.3,172,51,4,7,57.1,7,8,87.5,0,0,,0.0,0.0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,18,2,11,6,1,1,18,0,0,,0,,10,42,15,0,0,0,0,11,45,25.0,,0,1,45,1,3.00,1,0,+1,+2.00,+3.33,1.5,1.9,-0.4,-0.81,-1.29,0,0,0,0,0,0,0,2,0,0,,2
Valentino Livramento,FW,Newcastle Utd,20,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,,0,,1,4,0,0,0,1,0,1,5,2.8,,0,1,5,1,0.00,0,0,0,0.00,-1.54,0.0,0.2,-0.2,-3.94,-4.50,0,0,0,0,0,0,0,0,0,0,,2
Tom Lockyer,DF,Luton Town,28,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,13,20,65.0,341,238,1,2,50.0,9,9,100.0,3,7,42.9,0.0,0.0,0,1,0,0,16,3,3,0,0,0,0,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,2,0,0,2,3,66.7,1,2,1,1,1,3,6,0,34,11,24,10,0,0,34,1,0,0.0,1,100.0,16,84,24,1,1,0,0,12,90,100.0,90,1,0,,0,0.00,1,4,-3,-3.00,,1.5,4.0,-2.5,-2.54,,0,1,2,0,0,1,0,5,2,0,100.0,2
Sean Longstaff,MF,Newcastle Utd,25,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,11,17,64.7,214,91,6,8,75.0,3,4,75.0,2,3,66.7,0.0,0.0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,3,1,0,3,0,3,4,75.0,1,1,0,1,0,3,0,0,24,0,4,18,2,0,24,1,0,0.0,1,100.0,15,53,17,0,0,2,0,15,20,22.2,,0,2,20,0,1.50,1,0,+1,+2.25,+0.96,0.7,0.8,-0.1,-0.23,-0.86,0,0,1,0,0,0,0,3,0,1,0.0,2
Max Lowe,"MF,DF",Sheffield Utd,26,2,2,124,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,14,24,58.3,195,112,8,13,61.5,5,7,71.4,1,1,100.0,0.0,0.0,1,2,0,0,23,1,0,0,0,0,1,0,0,0,0,0,4,1,0.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,8,5,6,2,0,1,3,33.3,2,2,2,0,1,9,4,0,44,5,19,18,7,1,44,0,0,,0,,14,57,25,1,0,2,0,17,62,68.9,62,0,0,,0,0.00,0,2,-2,-1.45,-1.45,0.5,2.5,-1.9,-1.41,-0.92,0,4,1,0,0,0,0,2,1,4,20.0,2
Douglas Luiz,MF,Aston Villa,25,2,2,153,1.7,1,0,1,0,1,1,2,0,1.0,0.2,0.2,0.4,2,12,3,0.59,0.00,0.59,0.00,0.00,0.57,0.12,0.69,0.11,0.23,2023,4,1,25.0,2.35,0.59,0.00,0.00,24.1,1,0.05,0.0,-0.2,110,120,91.7,1878,437,44,48,91.7,48,51,94.1,11,13,84.6,0.2,-0.2,2,8,2,0,106,14,7,2,1,1,0,7,1,0,0,0,1,9,5.29,6,2,0,1,0,0,1,0.59,1,0,0,0,0,0,1,0,0,1,0,0,2,0.0,2,2,1,1,2,3,2,0,137,6,30,77,30,4,136,2,2,100.0,0,0.0,78,397,132,1,0,2,1,101,77,85.0,77,1,0,,0,1.50,4,5,-1,-0.59,-3.92,4.1,3.9,+0.1,+0.08,-1.84,0,2,1,0,0,0,0,8,0,2,0.0,2
Sasa Lukic,MF,Fulham,27,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,8,3,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,2023,1,0,0.0,0.50,0.00,0.00,,21.9,0,0.02,0.0,0.0,115,126,91.3,1921,399,43,48,89.6,63,65,96.9,5,7,71.4,0.1,-0.1,2,7,1,0,120,5,5,1,0,1,0,0,0,0,0,1,1,2,1.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,0,1,1,1,3,33.3,2,1,0,1,1,3,3,0,134,3,30,87,20,2,134,3,3,100.0,0,0.0,106,538,258,5,0,1,0,110,90,100.0,90,2,0,,0,1.50,1,3,-2,-1.00,,2.0,6.4,-4.4,-2.21,,0,3,4,0,0,0,0,6,1,0,100.0,2
Ian Maatsen,"MF,FW",Chelsea,21,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,4,9,44.4,77,45,1,4,25.0,0,2,0.0,1,1,100.0,0.0,0.0,0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,0,0,,0,1,0,1,0,1,0,0,13,0,3,3,7,1,13,0,0,,0,,9,19,4,0,0,0,1,8,10,5.6,,0,1,10,1,1.00,0,0,0,0.00,+1.06,0.0,0.0,0.0,-0.33,-0.76,0,0,0,0,0,0,0,2,0,0,,2
Alexis Mac Allister,MF,Liverpool,24,2,2,147,1.6,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2,11,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,86,102,84.3,1529,538,35,41,85.4,40,44,90.9,9,13,69.2,0.3,0.0,1,4,3,0,102,0,0,1,2,0,0,0,0,0,0,0,3,4,2.45,4,0,0,0,0,0,1,0.61,1,0,0,0,0,0,5,3,2,3,0,3,6,50.0,3,3,0,3,1,6,2,0,121,4,26,73,22,0,121,6,4,66.7,1,16.7,79,294,163,1,1,1,0,90,74,81.7,74,1,0,,0,2.00,3,2,+1,+0.61,-2.12,3.8,1.5,+2.2,+1.35,+2.78,0,3,4,0,0,0,0,16,2,0,100.0,2
James Maddison,MF,Tottenham,26,2,2,180,2.0,0,2,2,0,0,0,1,0,0.2,0.2,1.0,1.2,3,17,12,0.00,1.00,1.00,0.00,1.00,0.09,0.52,0.61,0.09,0.61,2023,4,2,50.0,2.00,1.00,0.00,0.00,16.5,0,0.04,-0.2,-0.2,97,127,76.4,1752,438,45,48,93.8,38,50,76.0,12,25,48.0,1.2,+1.0,8,10,5,0,111,16,4,2,2,20,0,11,6,5,0,0,1,14,7.00,7,4,1,1,1,0,3,1.50,1,1,0,0,1,0,3,0,0,2,1,3,4,75.0,1,0,0,0,1,4,1,0,143,1,11,51,81,8,143,4,2,50.0,1,25.0,99,508,231,6,2,1,4,112,90,100.0,90,2,0,,0,2.00,4,2,+2,+1.00,,3.0,4.3,-1.3,-0.63,,0,3,3,0,0,0,0,6,1,2,33.3,2
Noni Madueke,"DF,FW",Chelsea,21,1,0,16,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,4,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29,2023,1,1,100.0,5.63,5.63,0.00,0.00,23.9,0,0.05,-0.1,-0.1,9,12,75.0,99,16,9,10,90.0,0,1,0.0,0,1,0.0,0.0,0.0,0,0,0,0,11,1,0,0,0,3,0,1,1,0,0,0,0,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15,0,0,4,11,3,15,1,0,0.0,0,0.0,12,68,46,0,2,2,0,12,16,8.9,,0,1,16,1,0.00,0,1,-1,-5.63,-5.08,0.2,0.9,-0.7,-4.11,-4.93,0,0,0,0,0,0,0,0,0,1,0.0,2
Orel Mangala,MF,Nott'ham Forest,25,2,2,157,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,29,37,78.4,476,113,15,19,78.9,10,11,90.9,3,4,75.0,0.0,0.0,1,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,1,2,1.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,2,3,1,1,4,4,100.0,0,2,1,1,3,8,0,0,55,4,18,28,9,0,55,2,0,0.0,1,50.0,28,124,39,1,0,1,4,30,79,87.2,79,0,0,,0,1.50,2,3,-1,-0.57,-4.49,2.2,1.0,+1.3,+0.72,+0.80,0,4,1,0,0,0,0,2,0,0,,2
Benson Manuel,FW,Burnley,26,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,4,5,80.0,43,10,2,2,100.0,1,1,100.0,0,0,,0.0,0.0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,0,0,2,7,0,9,4,0,0.0,4,100.0,7,74,24,2,0,0,0,8,17,18.9,,0,1,17,0,0.00,0,1,-1,-5.29,-2.83,0.1,0.9,-0.9,-4.61,-3.69,0,0,0,0,0,0,0,0,0,2,0.0,2
Solly March,FW,Brighton,29,2,2,163,1.8,3,0,3,3,0,0,0,0,1.3,1.3,0.1,1.4,3,4,11,1.66,0.00,1.66,1.66,1.66,0.71,0.07,0.78,0.71,0.78,2023,8,6,75.0,4.42,3.31,0.38,0.50,15.4,0,0.16,+1.7,+1.7,42,59,71.2,680,128,20,25,80.0,15,19,78.9,5,9,55.6,0.2,-0.1,3,1,1,0,54,5,1,1,0,6,1,3,1,0,0,0,2,7,3.87,2,2,2,0,1,0,0,0.00,0,0,0,0,0,0,5,4,3,1,1,2,3,66.7,1,1,0,1,4,9,4,0,91,4,18,33,40,7,91,9,4,44.4,4,44.4,57,328,122,2,1,3,5,60,82,90.6,82,1,0,,0,3.00,6,1,+5,+2.76,-2.53,4.5,2.5,+2.0,+1.11,-2.42,0,2,2,3,0,0,0,13,1,3,25.0,2
Anthony Martial,FW,Manchester Utd,27,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.48,0.00,0.48,2023,0,0,,0.00,0.00,,,,0,,0.0,0.0,6,6,100.0,74,12,5,5,100.0,1,1,100.0,0,0,,0.0,0.0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,8,0,0,4,4,0,8,1,0,0.0,1,100.0,6,34,0,0,0,0,0,7,6,3.3,,0,1,6,1,0.00,0,0,0,0.00,+0.52,0.3,0.1,+0.2,+2.89,+2.83,0,0,0,0,0,0,0,0,0,0,,2
